,Text Length,Average Word Length,Max Word Length,% Special Characters,Language,Sentiment,Subjectivity,Toxicity,Fluency,Formality,train_test_split
1016,45,4.75,13,0.06666666666666667,en,0.0,0.0,0.008981501683592796,0.8651173114776611,0.07640343904495239,Train
1018,131,5.0,11,0.030534351145038167,en,-1.0,1.0,0.19045288860797882,0.050527989864349365,0.35086119174957275,Train
1019,126,3.8846153846153846,8,0.07142857142857142,en,0.3352272727272727,0.75,0.001440619002096355,0.7299448251724243,0.03754979372024536,Train
1021,134,4.1923076923076925,11,0.029850746268656716,en,0.2,0.45,0.0006695121410302818,0.6969547867774963,0.6194566488265991,Train
1022,136,4.708333333333333,11,0.051470588235294115,en,-0.5625,0.9,0.009876119904220104,0.5030989646911621,0.1889481544494629,Train
1023,58,4.9,8,0.08620689655172414,en,0.0,0.0,0.9640040397644043,0.8323608040809631,0.11647051572799683,Train
1024,134,3.6551724137931036,12,0.04477611940298507,en,0.0,0.0,0.027480462566018105,0.14121705293655396,0.23844563961029053,Train
1026,106,3.4583333333333335,6,0.009433962264150943,en,0.0,0.0,0.08625272661447525,0.9696986675262451,0.37711459398269653,Train
1028,74,4.357142857142857,10,0.08108108108108109,en,0.0,0.0,0.000797197048086673,0.933464765548706,0.35753870010375977,Train
1030,58,5.555555555555555,11,0.017241379310344827,en,0.0,0.0,0.005611408967524767,0.445154070854187,0.0179518461227417,Train
1031,91,4.111111111111111,9,0.02197802197802198,en,0.0,1.0,0.010765407234430313,0.6400986313819885,0.0909537672996521,Train
1036,119,6.0,16,0.04201680672268908,en,0.17777777777777778,0.3444444444444445,0.0022522052749991417,0.9153069853782654,0.28946197032928467,Train
1037,75,3.75,9,0.0,en,0.26666666666666666,0.2333333333333333,0.003428262658417225,0.7146236896514893,0.014234721660614014,Train
1039,42,4.375,7,0.023809523809523808,en,0.0,0.0,0.0011208753567188978,0.6743400692939758,0.600801944732666,Train
1044,93,5.714285714285714,15,0.06451612903225806,en,-0.3333333333333333,0.6666666666666666,0.0007149748271331191,0.921287477016449,0.5725147724151611,Train
1045,141,4.071428571428571,11,0.06382978723404255,en,-0.7142857142857143,0.8571428571428571,0.10875043272972107,0.5608397722244263,0.03418171405792236,Train
1047,83,3.9411764705882355,10,0.024096385542168676,en,-0.16666666666666666,0.16666666666666666,0.0012069507502019405,0.9316877126693726,0.016616225242614746,Train
1048,15,6.5,8,0.06666666666666667,en,-1.0,1.0,0.004005675204098225,0.4109928011894226,0.16639012098312378,Train
1049,119,4.714285714285714,10,0.08403361344537816,en,0.48828125,0.5,0.015156443230807781,0.7804348468780518,0.012850821018218994,Train
1050,98,5.1875,11,0.05102040816326531,en,0.09444444444444444,0.46666666666666673,0.005507189780473709,0.6873819828033447,0.447784960269928,Train
1051,124,4.208333333333333,7,0.024193548387096774,en,-0.033333333333333326,0.4666666666666666,0.02026064321398735,0.774415910243988,0.144611656665802,Train
1052,7,7.0,7,0.0,da,0.0,0.0,0.24371647834777832,0.9356858730316162,0.15475022792816162,Train
1053,126,5.35,17,0.07142857142857142,en,0.5416666666666666,0.7962962962962963,0.024661390110850334,0.13398003578186035,0.0226479172706604,Train
1054,134,4.869565217391305,12,0.014925373134328358,en,0.0,0.0,0.001626916928216815,0.6951049566268921,0.181205153465271,Train
1055,133,4.36,12,0.06766917293233082,en,-0.04999999999999999,0.6416666666666667,0.06609944999217987,0.3674114942550659,0.19601094722747803,Train
1056,20,4.25,7,0.0,af,-0.05,0.2,0.0029686433263123035,0.8977907299995422,0.03598564863204956,Train
1058,124,4.590909090909091,10,0.03225806451612903,en,0.05416666666666667,0.65,0.05212303251028061,0.1276213526725769,0.3842124938964844,Train
1062,23,3.8,6,0.043478260869565216,en,-0.5,0.5,0.001879100571386516,0.9651892185211182,0.1883634328842163,Train
1063,101,5.0,10,0.0297029702970297,en,0.3,1.0,0.0008908910676836967,0.8053832054138184,0.2452593445777893,Train
1065,55,3.6666666666666665,6,0.07272727272727272,en,0.0,0.0,0.0007210462354123592,0.701733410358429,0.21204304695129395,Train
1067,134,4.4,12,0.014925373134328358,en,0.0,0.0,0.008765666745603085,0.8705947399139404,0.012841999530792236,Train
1069,103,4.2,9,0.05825242718446602,en,0.0,1.0,0.014924523420631886,0.7197475433349609,0.047253310680389404,Train
1070,133,3.962962962962963,10,0.05263157894736842,en,0.21875,0.30000000000000004,0.04894975572824478,0.9540387392044067,0.25590378046035767,Train
1072,139,5.666666666666667,12,0.03597122302158273,en,0.0,0.0,0.020198388025164604,0.8984056115150452,0.8128323554992676,Train
1073,85,5.142857142857143,11,0.058823529411764705,en,0.625,0.6,0.0017437023343518376,0.933607280254364,0.1721268892288208,Train
1075,129,5.5,13,0.031007751937984496,en,-0.16666666666666666,1.0,0.5126730799674988,0.2888152003288269,0.12939900159835815,Train
1076,82,5.916666666666667,18,0.04878048780487805,en,-0.6638888888888889,0.736111111111111,0.052136655896902084,0.5614101886749268,0.09355795383453369,Train
1077,86,3.8333333333333335,8,0.03488372093023256,en,-0.1,0.05,0.6801791787147522,0.9364792108535767,0.10786253213882446,Train
1079,134,4.4,10,0.029850746268656716,en,-0.04999999999999999,0.8944444444444444,0.0021238652989268303,0.9261370897293091,0.14704114198684692,Train
1080,93,4.529411764705882,9,0.010752688172043012,en,0.0,0.3666666666666667,0.9382451772689819,0.3811286687850952,0.041381239891052246,Train
1081,134,4.0,6,0.022388059701492536,en,0.04,0.44000000000000006,0.0014945846050977707,0.3618656396865845,0.2664194703102112,Train
1082,32,5.6,9,0.03125,tl,-1.0,1.0,0.010344044305384159,0.9046564698219299,0.12090688943862915,Train
1083,116,4.571428571428571,9,0.0,en,0.06249999999999999,0.5125000000000001,0.6154783368110657,0.0878954529762268,0.1348034143447876,Train
1086,84,4.3125,10,0.03571428571428571,en,0.1,0.18333333333333335,0.557745099067688,0.07081496715545654,0.20120269060134888,Train
1087,84,4.6,7,0.05952380952380952,en,0.0,1.0,0.046234890818595886,0.31438541412353516,0.2656363844871521,Train
1088,41,5.0,7,0.0,en,0.0,0.0,0.0033264043740928173,0.2155250906944275,0.22947555780410767,Train
1092,114,4.0,7,0.09649122807017543,en,0.0,0.0,0.007012711837887764,0.2865811586380005,0.25265026092529297,Train
1094,124,4.434782608695652,9,0.08870967741935484,en,0.5,0.5,0.7132740616798401,0.8912191987037659,0.10700714588165283,Train
1097,120,4.041666666666667,10,0.05,en,0.4,0.4,0.0006590091506950557,0.1962064504623413,0.3118920922279358,Train
1098,106,4.35,10,0.03773584905660377,en,-0.03787878787878788,0.2916666666666667,0.15188618004322052,0.7857686281204224,0.5302110910415649,Train
1100,120,12.444444444444445,21,0.06666666666666667,en,0.0,0.25,0.007813023403286934,0.8041400909423828,0.2210831642150879,Train
1101,87,5.769230769230769,9,0.04597701149425287,en,-0.3333333333333333,0.6666666666666666,0.016143737360835075,0.5515491366386414,0.011307954788208008,Train
1103,121,6.176470588235294,11,0.04132231404958678,en,0.0,0.0,0.011358410120010376,0.4415314793586731,0.3476872444152832,Train
1106,129,4.909090909090909,10,0.06201550387596899,en,-0.25,0.5,0.04684104025363922,0.44099974632263184,0.2548494338989258,Train
1109,34,4.833333333333333,8,0.029411764705882353,en,0.0,0.0,0.0011780558852478862,0.270566463470459,0.22577834129333496,Train
1111,70,5.363636363636363,10,0.1,en,-0.1,0.4,0.07075557857751846,0.12175941467285156,0.005476236343383789,Train
1112,90,5.066666666666666,15,0.06666666666666667,en,0.0,0.0,0.010795020498335361,0.5819928050041199,0.40610164403915405,Train
1113,80,4.714285714285714,12,0.0375,en,-0.35000000000000003,0.6046296296296296,0.8118081092834473,0.9418797492980957,0.14520132541656494,Train
1114,60,4.083333333333333,9,0.06666666666666667,en,0.0,0.0,0.007278678473085165,0.7997968196868896,0.5696313977241516,Train
1117,61,4.636363636363637,8,0.11475409836065574,en,-1.0,0.5,0.04387498274445534,0.603236734867096,0.006778597831726074,Train
1118,82,5.3076923076923075,14,0.0975609756097561,en,0.75,0.75,0.0007475477177649736,0.753057599067688,0.17239755392074585,Train
1121,85,3.7777777777777777,8,0.047058823529411764,en,0.0,0.0625,0.27611684799194336,0.7430881857872009,0.16438829898834229,Train
1122,105,3.8181818181818183,7,0.009523809523809525,en,0.4166666666666667,0.5,0.0009126468212343752,0.6719480752944946,0.18989485502243042,Train
1126,129,3.814814814814815,7,0.023255813953488372,en,0.08333333333333334,0.5833333333333333,0.0035748544614762068,0.6649115085601807,0.1574472188949585,Train
1132,111,3.869565217391304,9,0.0,en,-0.3333333333333333,0.6666666666666666,0.9923934936523438,0.9269183278083801,0.21965020895004272,Train
1136,135,4.44,11,0.007407407407407408,en,0.025000000000000022,0.4444444444444444,0.10981481522321701,0.7773996591567993,0.28331905603408813,Train
1138,89,4.294117647058823,8,0.06741573033707865,en,0.15555555555555556,0.6833333333333335,0.0010600655805319548,0.8714285492897034,0.2359400987625122,Train
1139,97,7.083333333333333,25,0.28865979381443296,en,0.06212121212121213,0.7333333333333334,0.07148798555135727,0.6257537603378296,0.07563251256942749,Train
1140,133,6.052631578947368,17,0.05263157894736842,en,-0.125,0.25,0.010142812505364418,0.6037290692329407,0.193145751953125,Train
1142,124,5.25,11,0.04032258064516129,en,0.08333333333333334,0.55,0.017045509070158005,0.9510806202888489,0.8707093596458435,Train
1145,52,4.888888888888889,8,0.038461538461538464,en,0.0,0.0,0.012357620522379875,0.8602362871170044,0.33500581979751587,Train
1146,58,4.363636363636363,7,0.08620689655172414,en,0.1,0.15000000000000002,0.00203061499632895,0.4809226989746094,0.21623754501342773,Train
1147,131,5.285714285714286,12,0.05343511450381679,en,-0.6666666666666666,0.43333333333333335,0.4573385417461395,0.7202510237693787,0.5724716782569885,Train
1149,75,4.428571428571429,9,0.013333333333333334,en,-0.24166666666666667,0.425,0.04840218648314476,0.6820048093795776,0.47005414962768555,Train
1151,118,4.409090909090909,7,0.0423728813559322,en,0.024999999999999994,0.625,0.0219805296510458,0.9674752354621887,0.9314391613006592,Train
1152,68,3.6,8,0.058823529411764705,en,0.3,0.2,0.0012022153241559863,0.9732037782669067,0.024149954319000244,Train
1154,112,4.136363636363637,10,0.044642857142857144,en,0.041666666666666664,0.5,0.009537523612380028,0.37552016973495483,0.23914510011672974,Train
1156,56,4.181818181818182,7,0.03571428571428571,en,0.2,0.2,0.0016230999026447535,0.7964814305305481,0.016916871070861816,Train
1157,73,5.166666666666667,10,0.0958904109589041,en,0.6416666666666667,0.7666666666666666,0.005961040500551462,0.8839411735534668,0.16855043172836304,Train
1160,40,5.833333333333333,11,0.075,en,0.0,0.0,0.31016266345977783,0.5535049438476562,0.07273650169372559,Train
1161,74,4.769230769230769,9,0.17567567567567569,en,0.0,0.0,0.18674123287200928,0.8749631643295288,0.011245250701904297,Train
1162,122,3.730769230769231,9,0.02459016393442623,en,-0.45,0.8,0.9947541952133179,0.31774330139160156,0.03654181957244873,Train
1164,55,6.0,10,0.14545454545454545,no,-1.0,1.0,0.9247753024101257,0.5373085141181946,0.006342113018035889,Train
1165,127,4.818181818181818,9,0.047244094488188976,en,-0.5,1.0,0.03505600988864899,0.8718258142471313,0.11506050825119019,Train
1166,128,5.4,15,0.0546875,en,0.8,0.7,0.01681799814105034,0.8755230903625488,0.2858104705810547,Train
1168,72,4.214285714285714,13,0.0,en,-0.275,0.7,0.000979143544100225,0.23488569259643555,0.0921628475189209,Train
1171,49,5.25,9,0.0,en,0.5,0.6666666666666667,0.9831454753875732,0.9755657315254211,0.14536815881729126,Train
1172,80,4.333333333333333,9,0.0625,en,0.0,1.0,0.018277954310178757,0.36279237270355225,0.16491401195526123,Train
1175,52,3.8181818181818183,6,0.0,en,0.0,0.0,0.002466958248987794,0.9004731774330139,0.1271105408668518,Train
1176,128,3.9615384615384617,7,0.0078125,en,-0.6666666666666666,0.8000000000000002,0.9989977478981018,0.3215561509132385,0.06536698341369629,Train
1180,121,5.421052631578948,10,0.049586776859504134,en,0.24285714285714285,0.3678571428571429,0.0011844785185530782,0.3361864686012268,0.19793438911437988,Train
1181,139,4.0,8,0.0,en,0.3954545454545455,0.6681818181818183,0.0015956986462697387,0.8284832239151001,0.025501608848571777,Train
1182,106,4.944444444444445,13,0.14150943396226415,en,0.0,0.0,0.003925982862710953,0.8374907374382019,0.011109590530395508,Train
1183,123,4.166666666666667,11,0.04878048780487805,en,-0.2652777777777778,0.4444444444444444,0.7045187950134277,0.31940513849258423,0.11026322841644287,Train
1184,107,5.0,10,0.037383177570093455,en,-0.3,0.4666666666666666,0.010637336410582066,0.762047290802002,0.4868201017379761,Train
1185,102,5.0588235294117645,14,0.049019607843137254,en,0.06666666666666667,0.4666666666666666,0.00142768956720829,0.9238097071647644,0.4124103784561157,Train
1187,68,4.3076923076923075,7,0.029411764705882353,en,-0.2,0.8,0.8922833204269409,0.1734604835510254,0.05848562717437744,Train
1188,126,4.08,8,0.03968253968253968,en,0.41818181818181815,0.55,0.0020653039682656527,0.052569568157196045,0.3763841390609741,Train
1189,88,3.9444444444444446,8,0.0,en,-0.5,0.65,0.04596022889018059,0.28006839752197266,0.09735757112503052,Train
1190,139,4.6,10,0.06474820143884892,en,0.03333333333333336,0.5666666666666667,0.005104974377900362,0.1564595103263855,0.040663838386535645,Train
1191,64,4.909090909090909,14,0.125,en,0.0,0.125,0.9642404913902283,0.5808784365653992,0.005471527576446533,Train
1192,56,4.7,9,0.05357142857142857,en,0.85,1.0,0.0006949495291337371,0.9814342260360718,0.8053186535835266,Train
1193,140,5.130434782608695,17,0.07142857142857142,en,0.0,0.0,0.013614640571177006,0.8928585648536682,0.014595329761505127,Train
1195,143,5.857142857142857,20,0.04895104895104895,en,-0.20555555555555555,0.5930555555555556,0.7615646719932556,0.6943115592002869,0.08721601963043213,Train
1196,52,4.3,7,0.1346153846153846,en,0.0,0.0,0.3069228231906891,0.44702380895614624,0.011793553829193115,Train
1197,106,4.35,13,0.018867924528301886,en,0.4121212121212121,0.7333333333333334,0.1500972956418991,0.8052138090133667,0.07042640447616577,Train
1200,40,5.833333333333333,9,0.0,en,0.0,0.0,0.0008690112736076117,0.17396974563598633,0.29326361417770386,Train
1201,49,4.555555555555555,8,0.061224489795918366,en,0.0,0.0,0.0891847088932991,0.6509638428688049,0.04209911823272705,Train
1205,120,3.6538461538461537,8,0.03333333333333333,en,-0.26666666666666666,0.7333333333333334,0.9906672835350037,0.3056831359863281,0.10568201541900635,Train
1209,40,7.2,17,0.025,en,0.0,0.0,0.7774863243103027,0.9017433524131775,0.028715848922729492,Train
1210,71,4.538461538461538,11,0.07042253521126761,en,-0.6,0.9,0.0011676892172545195,0.9170967936515808,0.2507627606391907,Train
1211,74,3.6875,7,0.04054054054054054,en,-0.5,1.0,0.0008596530533395708,0.1492517590522766,0.09932702779769897,Train
1212,117,5.2105263157894735,16,0.05128205128205128,en,-0.35026041666666663,0.45,0.7157955169677734,0.8895569443702698,0.13982808589935303,Train
1213,50,4.666666666666667,9,0.08,en,0.0,0.0,0.005440209060907364,0.8610039949417114,0.06609159708023071,Train
1214,118,3.9583333333333335,9,0.0423728813559322,en,-1.0,1.0,0.0007572496542707086,0.46818238496780396,0.2600868344306946,Train
1215,65,4.076923076923077,9,0.06153846153846154,ca,-0.45555555555555555,0.6444444444444445,0.5677165985107422,0.671739399433136,0.05107605457305908,Train
1217,123,5.833333333333333,20,0.11382113821138211,en,9.25185853854297e-18,0.5666666666666665,0.9714841246604919,0.7304975986480713,0.005717754364013672,Train
1219,110,3.782608695652174,7,0.08181818181818182,en,-0.15,0.3,0.0024808510206639767,0.1629377007484436,0.014621973037719727,Train
1223,130,5.238095238095238,13,0.05384615384615385,en,-1.0,1.0,0.01601892150938511,0.8240522742271423,0.17116552591323853,Train
1224,64,4.0,10,0.046875,en,-0.5,1.0,0.0015669327694922686,0.4460066556930542,0.16911101341247559,Train
1225,73,3.933333333333333,9,0.0136986301369863,en,0.0,0.0,0.01671532727777958,0.45966625213623047,0.18260407447814941,Train
1227,83,4.6,10,0.03614457831325301,en,0.0,0.0,0.001353697618469596,0.4226207733154297,0.09860694408416748,Train
1228,88,3.9444444444444446,9,0.056818181818181816,en,-0.30000000000000004,0.6499999999999999,0.019799934700131416,0.6275283098220825,0.14840149879455566,Train
1229,134,4.1923076923076925,9,0.05223880597014925,en,-0.4,0.4,0.18121059238910675,0.07626360654830933,0.08329468965530396,Train
1233,123,4.391304347826087,10,0.06504065040650407,en,0.55,0.825,0.9320815205574036,0.730178952217102,0.020695388317108154,Train
1234,94,4.0,7,0.010638297872340425,en,0.25,0.3333333333333333,0.0017382147489115596,0.14834237098693848,0.10333764553070068,Train
1235,140,4.423076923076923,12,0.02857142857142857,en,0.11666666666666665,0.6666666666666666,0.07362549751996994,0.46237802505493164,0.10638159513473511,Train
1236,91,3.8421052631578947,8,0.04395604395604396,en,0.0,0.0,0.04357251897454262,0.8950519561767578,0.016193509101867676,Train
1237,137,4.111111111111111,9,0.0,en,-0.1,0.8,0.006868147291243076,0.058981478214263916,0.16797751188278198,Train
1241,79,3.588235294117647,8,0.06329113924050633,en,0.0,0.0,0.011771894991397858,0.3942011594772339,0.07310205698013306,Train
1242,26,4.4,8,0.0,en,0.0,0.0,0.14793194830417633,0.6269684433937073,0.30096757411956787,Train
1243,86,3.8333333333333335,7,0.0,en,0.11249999999999999,0.725,0.3571338653564453,0.2741960883140564,0.17867475748062134,Train
1245,103,5.5,10,0.05825242718446602,en,0.20952380952380953,0.33809523809523806,0.05602759122848511,0.8785316944122314,0.9677716493606567,Train
1247,54,5.111111111111111,9,0.037037037037037035,en,0.0,0.0,0.0006905957707203925,0.12047523260116577,0.11324042081832886,Train
1248,91,4.75,10,0.02197802197802198,en,0.0,0.3,0.019102538004517555,0.6993955969810486,0.16482871770858765,Train
1249,134,4.869565217391305,10,0.007462686567164179,en,-0.6,0.7333333333333334,0.13237807154655457,0.2168501615524292,0.5762087106704712,Train
1250,83,5.0,14,0.060240963855421686,en,0.17222222222222222,0.6444444444444445,0.004614285193383694,0.1961771845817566,0.007373034954071045,Train
1251,112,3.9130434782608696,8,0.08928571428571429,en,0.5625,1.0,0.4233751595020294,0.42980360984802246,0.017134249210357666,Train
1252,138,4.148148148148148,8,0.014492753623188406,en,-0.09999999999999999,0.5,0.0017316110897809267,0.5732613205909729,0.8241798281669617,Train
1253,58,3.5384615384615383,8,0.034482758620689655,en,-0.3,0.525,0.0008959997212514281,0.9765602946281433,0.857395350933075,Train
1254,32,3.7142857142857144,6,0.0,en,-0.35000000000000003,0.55,0.05195961147546768,0.5285838842391968,0.25206923484802246,Train
1257,92,5.2,10,0.043478260869565216,en,-0.2222222222222222,0.5111111111111111,0.5484743714332581,0.929427981376648,0.37975913286209106,Train
1261,128,4.16,9,0.046875,en,-0.3,0.6,0.0006335537182167172,0.3451538681983948,0.5727675557136536,Train
1262,118,5.611111111111111,13,0.03389830508474576,en,0.0,1.0,0.003052035579457879,0.760904848575592,0.521443247795105,Train
1265,126,6.9375,15,0.03968253968253968,en,-1.0,1.0,0.5720005631446838,0.7480297684669495,0.23411571979522705,Train
1266,96,6.384615384615385,13,0.07291666666666667,en,0.0,0.0,0.03641151636838913,0.6475551128387451,0.18262392282485962,Train
1267,133,6.388888888888889,11,0.09774436090225563,en,0.25,0.25,0.551263153553009,0.8955942988395691,0.14212387800216675,Train
1269,74,6.5,15,0.0945945945945946,en,0.0,0.0,0.0009364456054754555,0.9508273601531982,0.5119155645370483,Train
1270,38,4.571428571428571,9,0.07894736842105263,en,0.8,0.7,0.001233617658726871,0.8353685140609741,0.03752642869949341,Train
1271,130,4.458333333333333,10,0.08461538461538462,en,-0.590625,0.8,0.11173173040151596,0.8813502788543701,0.17196524143218994,Train
1274,126,4.08,10,0.05555555555555555,en,0.4514973958333333,0.5166666666666667,0.14976376295089722,0.15828150510787964,0.014282464981079102,Train
1275,9,4.0,7,0.0,ca,-0.06666666666666667,0.03333333333333333,0.017536738887429237,0.8730216026306152,0.04248607158660889,Train
1276,96,4.705882352941177,10,0.03125,en,0.25,0.47777777777777775,0.0008177504641935229,0.10745960474014282,0.32596343755722046,Train
1277,130,4.038461538461538,8,0.07692307692307693,en,-0.10000000000000002,0.6333333333333334,0.9818193912506104,0.5070953965187073,0.025738120079040527,Train
1282,119,4.217391304347826,13,0.058823529411764705,en,0.16830357142857144,0.4808035714285714,0.0010572975734248757,0.7941216826438904,0.22632700204849243,Train
1285,119,5.2631578947368425,21,0.025210084033613446,en,-0.25,1.0,0.013799944892525673,0.6645894646644592,0.19613111019134521,Train
1286,79,4.714285714285714,15,0.05063291139240506,et,0.0,0.0,0.094181589782238,0.6878963112831116,0.1565554141998291,Train
1288,118,5.555555555555555,25,0.11016949152542373,en,0.1953125,0.4,0.7417328357696533,0.7732663154602051,0.05166804790496826,Train
1290,39,3.4444444444444446,6,0.02564102564102564,en,-0.7,0.2,0.2123323380947113,0.9764451384544373,0.12770789861679077,Train
1292,122,4.3478260869565215,8,0.06557377049180328,en,0.1875,0.5625,0.022897467017173767,0.6370671391487122,0.1520736813545227,Train
1293,61,5.2,9,0.03278688524590164,en,0.12222222222222223,0.3111111111111111,0.0017889104783535004,0.6063999533653259,0.3095347285270691,Train
1294,127,4.565217391304348,8,0.047244094488188976,en,0.3125,0.5133333333333334,0.0008667371585033834,0.12116652727127075,0.0467299222946167,Train
1296,128,4.608695652173913,11,0.03125,en,0.44999999999999996,0.5750000000000001,0.0036757909692823887,0.21327638626098633,0.18571197986602783,Train
1297,50,4.1,9,0.0,en,0.8,0.7,0.015204956755042076,0.12361329793930054,0.03766739368438721,Train
1299,48,3.9,8,0.0625,en,0.0,0.0,0.009658610448241234,0.7411373853683472,0.12767034769058228,Train
1301,62,4.25,7,0.03225806451612903,en,0.0666666666666667,0.7333333333333334,0.9965266585350037,0.231164813041687,0.00819540023803711,Train
1302,94,4.277777777777778,10,0.010638297872340425,en,0.0,0.14285714285714285,0.02929197996854782,0.9488325715065002,0.9891560077667236,Train
1304,71,5.0,9,0.04225352112676056,en,-0.25,1.0,0.0011367114493623376,0.21587079763412476,0.07488405704498291,Train
1305,31,4.333333333333333,7,0.06451612903225806,no,-0.7,0.2,0.052119895815849304,0.6475316286087036,0.21622735261917114,Train
1307,125,3.6666666666666665,9,0.024,en,-0.2,0.6,0.44246038794517517,0.08921158313751221,0.16490978002548218,Train
1308,69,6.0,14,0.15942028985507245,en,-0.13181818181818183,0.6,0.0014063549460843205,0.5539478063583374,0.011470377445220947,Train
1309,139,5.086956521739131,12,0.10071942446043165,en,0.8,0.2,0.1340240091085434,0.2073115110397339,0.1390414834022522,Train
1310,51,3.0,7,0.0196078431372549,hr,0.0,0.5,0.0017507934244349599,0.9315391778945923,0.0064127445220947266,Train
1311,34,4.0,5,0.058823529411764705,en,0.0,0.0,0.011630389839410782,0.6646628379821777,0.6886841058731079,Train
1313,104,4.25,9,0.009615384615384616,en,-0.8,0.8,0.2993493974208832,0.5848730206489563,0.06743943691253662,Train
1314,139,4.185185185185185,10,0.02158273381294964,en,0.16666666666666669,0.7833333333333333,0.0006841833819635212,0.7787156105041504,0.4785376787185669,Train
1315,53,3.5,7,0.0,en,0.2,0.6,0.0010702768340706825,0.8450195789337158,0.04447275400161743,Train
1318,116,5.882352941176471,18,0.09482758620689655,en,-0.45,0.6,0.003054230008274317,0.9016974568367004,0.005369901657104492,Train
1319,24,4.0,6,0.041666666666666664,en,0.2,0.2,0.0007665791199542582,0.4289737343788147,0.022040724754333496,Train
1321,57,4.2727272727272725,7,0.05263157894736842,en,0.2857142857142857,0.5357142857142857,0.9820564985275269,0.4801451563835144,0.06743818521499634,Train
1322,86,4.117647058823529,8,0.011627906976744186,en,0.0,0.0,0.04160909727215767,0.044850051403045654,0.12766093015670776,Train
1323,130,4.458333333333333,10,0.03076923076923077,en,0.05,0.1,0.46711307764053345,0.900786280632019,0.0064081549644470215,Train
1329,132,4.115384615384615,8,0.030303030303030304,en,-0.5,1.0,0.0010087686823680997,0.6908252239227295,0.1712871789932251,Train
1330,137,5.2272727272727275,14,0.051094890510948905,en,0.2,0.5,0.0015891410876065493,0.40034008026123047,0.2808501720428467,Train
1331,47,3.8,8,0.02127659574468085,en,-0.5,0.5,0.014061630703508854,0.9698233008384705,0.11082017421722412,Train
1332,50,11.5,20,0.06,en,0.0,0.0,0.9318187832832336,0.5617519021034241,0.11767983436584473,Train
1335,74,4.357142857142857,8,0.06756756756756757,en,0.26666666666666666,0.6333333333333334,0.1090293675661087,0.7845484614372253,0.29315805435180664,Train
1336,138,6.666666666666667,19,0.10869565217391304,en,-0.7333333333333334,1.0,0.003271837718784809,0.4035993218421936,0.05663830041885376,Train
1340,122,4.3478260869565215,12,0.02459016393442623,en,0.0,0.0,0.0007847508531995118,0.059791386127471924,0.19225800037384033,Train
1341,39,4.0,9,0.1282051282051282,en,-1.0,1.0,0.0033086794428527355,0.9357991218566895,0.007450699806213379,Train
1342,73,3.933333333333333,7,0.0136986301369863,en,0.75,0.6,0.028120968490839005,0.5165703296661377,0.08952230215072632,Train
1343,130,3.8518518518518516,7,0.03076923076923077,en,-0.2,0.7,0.004540575202554464,0.06354975700378418,0.13418757915496826,Train
1344,63,3.923076923076923,10,0.0,en,-0.19999999999999998,0.7999999999999999,0.2745020389556885,0.9232618808746338,0.10759681463241577,Train
1346,32,4.333333333333333,6,0.0625,en,0.25,0.25,0.24965180456638336,0.30029380321502686,0.26320165395736694,Train
1347,119,5.0,10,0.025210084033613446,en,0.0,0.0,0.8177167177200317,0.22637146711349487,0.060479044914245605,Train
1351,36,5.166666666666667,11,0.08333333333333333,en,0.0,0.0,0.026264725252985954,0.9076991677284241,0.14887654781341553,Train
1352,56,4.181818181818182,7,0.03571428571428571,en,-0.15,0.65,0.9365350604057312,0.8468533754348755,0.011679112911224365,Train
1356,120,4.454545454545454,8,0.058333333333333334,en,0.0,0.0,0.0028210561722517014,0.49809539318084717,0.6586339473724365,Train
1359,79,4.714285714285714,8,0.08860759493670886,en,-1.0,1.0,0.062177661806344986,0.8073550462722778,0.9784653782844543,Train
1361,70,5.454545454545454,20,0.014285714285714285,en,-0.1,0.6,0.0011063115671277046,0.7997610569000244,0.3781304955482483,Train
1367,45,4.625,8,0.044444444444444446,en,-0.25,0.5,0.22494423389434814,0.15480726957321167,0.12275367975234985,Train
1368,133,6.882352941176471,16,0.12030075187969924,en,-0.3125,0.875,0.0025296960957348347,0.5680925250053406,0.13199442625045776,Train
1370,111,4.090909090909091,9,0.04504504504504504,en,0.06666666666666667,0.06666666666666667,0.014305253513157368,0.31678467988967896,0.3156260848045349,Train
1371,126,5.684210526315789,12,0.047619047619047616,en,-0.10000000000000002,0.3666666666666667,0.03832453116774559,0.8685297966003418,0.5483585596084595,Train
1373,91,4.411764705882353,9,0.01098901098901099,en,0.0,0.0,0.0008822721429169178,0.04493391513824463,0.32098865509033203,Train
1378,73,4.285714285714286,10,0.0684931506849315,en,0.55,1.0,0.873617947101593,0.8000411987304688,0.09185713529586792,Train
1379,132,4.32,9,0.030303030303030304,en,-0.1064814814814815,0.2546296296296296,0.3851361572742462,0.11991041898727417,0.13378900289535522,Train
1384,107,3.6956521739130435,8,0.037383177570093455,en,0.04999999999999999,1.0,0.8676522970199585,0.9370516538619995,0.6955089569091797,Train
1385,136,7.0588235294117645,15,0.022058823529411766,en,-0.3111111111111111,0.6472222222222221,0.0008044128189794719,0.9725791811943054,0.8752799034118652,Train
1387,100,3.590909090909091,8,0.04,en,0.9,1.0,0.026517972350120544,0.7163490056991577,0.016776621341705322,Train
1388,39,7.0,11,0.02564102564102564,en,-0.8,0.9,0.07080904394388199,0.9228224158287048,0.15632730722427368,Train
